src,dst,peak,off_peak,senior_disabled,miles
59,1,2.3,2.2,1.15,3.79
59,53,3.05,2.6,1.5,5.58
59,67,3.35,2.6,1.65,6.34
59,96,3.8,3.05,1.9,7.45
59,26,4.45,3.4,2.2,9.17
59,38,5.0,3.7,2.5,10.54
59,78,2.0,2.0,1.0,1.01
59,15,2.0,2.0,1.0,1.41
59,46,2.0,2.0,1.0,1.69
59,2,2.0,2.0,1.0,2.48
59,91,2.1,2.05,1.05,3.3
59,47,2.7,2.4,1.35,4.74
59,52,3.35,2.6,1.65,6.34
59,39,3.8,3.05,1.9,7.47
59,88,4.5,3.4,2.25,9.3
59,79,5.45,3.85,2.7,11.66
59,24,2.0,2.0,1.0,0.67
59,41,2.0,2.0,1.0,0.97
59,18,2.0,2.0,1.0,1.46
59,48,2.0,2.0,1.0,2.17
59,16,2.0,2.0,1.0,2.66
59,58,2.3,2.2,1.15,3.78
59,7,2.8,2.5,1.4,5.03
59,55,3.15,2.6,1.55,5.9
59,94,3.45,2.6,1.7,6.61
59,37,4.0,3.15,2.0,7.98
59,87,4.65,3.4,2.3,9.67
59,89,3.2,2.6,1.6,6.04
59,27,3.8,3.05,1.9,7.5
59,14,4.2,3.25,2.1,8.48
59,71,4.75,3.4,2.35,9.93
59,3,5.3,3.85,2.65,11.23
59,31,5.2,3.8,2.6,11.06
59,102,6.0,3.85,3.0,14.36
59,75,2.05,2.05,1.0,3.16
59,30,2.25,2.15,1.1,3.67
59,92,2.45,2.3,1.2,4.13
59,85,2.65,2.4,1.3,4.68
59,99,3.6,2.95,1.8,7.05
59,98,4.35,3.35,2.15,8.91
59,6,5.25,3.85,2.6,11.17
59,19,6.0,3.85,3.0,13.66
59,76,5.15,3.8,2.55,10.85
59,51,5.4,3.85,2.7,11.45
59,61,5.65,3.85,2.8,12.16
59,69,5.9,3.85,2.95,12.75
59,8,6.0,3.85,3.0,18.4
59,74,6.0,3.85,3.0,19.52
59,28,6.0,3.85,3.0,20.86
59,29,6.0,3.85,3.0,22.57
59,84,6.0,3.85,3.0,24.45
59,90,6.0,3.85,3.0,26.48
59,44,6.0,3.85,3.0,28.38
72,81,2.0,2.0,1.0,0.77
72,73,2.0,2.0,1.0,0.88
72,25,2.0,2.0,1.0,1.37
72,36,2.0,2.0,1.0,2.56
72,49,2.1,2.05,1.05,3.27
72,43,2.35,2.2,1.15,3.9
72,42,2.75,2.45,1.35,4.83
72,82,3.05,2.6,1.5,5.61
72,4,3.7,3.0,1.85,7.3
72,45,4.15,3.25,2.05,8.33
72,35,5.0,3.7,2.5,10.53
72,21,5.55,3.85,2.75,11.91
72,5,6.0,3.85,3.0,13.0
72,62,6.0,3.85,3.0,14.95
72,17,6.0,3.85,3.0,17.62
72,63,2.0,2.0,1.0,1.05
72,50,2.0,2.0,1.0,1.41
72,100,2.0,2.0,1.0,1.97
72,20,2.15,2.1,1.05,3.32
72,12,2.4,2.25,1.2,4.03
72,101,2.8,2.5,1.4,5.02
72,97,3.45,2.6,1.7,6.61
72,9,3.95,3.15,1.95,7.86
72,86,4.55,3.4,2.25,9.43
72,54,5.2,3.8,2.6,11.02
72,22,5.9,3.85,2.95,12.74
72,83,2.0,2.0,1.0,2.42
72,64,2.0,2.0,1.0,0.77
72,59,2.0,2.0,1.0,0.38
72,95,2.0,2.0,1.0,0.52
72,32,2.0,2.0,1.0,1.77
72,77,2.0,2.0,1.0,2.24
72,10,2.1,2.05,1.05,3.23
72,40,2.35,2.2,1.15,3.82
72,68,2.5,2.3,1.25,4.25
72,57,2.65,2.4,1.3,4.66
72,33,3.25,2.6,1.6,6.17
72,80,3.8,3.05,1.9,7.56
72,65,4.05,3.2,2.0,8.17
72,34,4.3,3.35,2.15,8.79
72,13,4.5,3.4,2.25,9.3
72,23,2.0,2.0,1.0,0.99
72,93,2.0,2.0,1.0,1.3
72,60,2.0,2.0,1.0,1.76
72,11,2.0,2.0,1.0,2.04
72,66,2.0,2.0,1.0,2.56
72,70,2.0,2.0,1.0,3.04
72,56,2.25,2.15,1.1,3.66
72,1,2.45,2.3,1.2,4.16
72,53,3.2,2.6,1.6,5.96
72,67,3.5,2.6,1.75,6.72
72,96,3.95,3.15,1.95,7.83
72,26,4.6,3.4,2.3,9.54
72,38,5.15,3.8,2.55,10.91
72,78,2.0,2.0,1.0,1.37
72,15,2.0,2.0,1.0,1.73
72,46,2.0,2.0,1.0,1.96
72,2,2.0,2.0,1.0,2.7
72,91,2.2,2.15,1.1,3.54
72,47,2.8,2.5,1.4,5.02
72,52,3.45,2.6,1.7,6.66
72,39,3.9,3.1,1.95,7.79
72,88,4.65,3.4,2.3,9.63
72,79,5.6,3.85,2.8,11.98
72,24,2.0,2.0,1.0,1.05
72,41,2.0,2.0,1.0,1.31
72,18,2.0,2.0,1.0,1.76
72,48,2.0,2.0,1.0,2.46
72,16,2.0,2.0,1.0,2.98
72,58,2.45,2.25,1.2,4.09
72,7,2.95,2.55,1.45,5.33
72,55,3.3,2.6,1.65,6.2
72,94,3.6,2.6,1.8,6.95
72,37,4.15,3.25,2.05,8.32
72,87,4.8,3.6,2.4,10.01
72,89,3.35,2.6,1.65,6.42
72,27,3.95,3.15,1.95,7.88
72,14,4.35,3.35,2.15,8.86
72,71,4.9,3.65,2.45,10.31
72,3,5.45,3.85,2.7,11.61
72,31,5.2,3.8,2.6,11.03
72,102,6.0,3.85,3.0,14.33
72,75,2.0,2.0,1.0,2.79
72,30,2.1,2.05,1.05,3.3
72,92,2.3,2.2,1.15,3.76
72,85,2.5,2.3,1.25,4.31
72,99,3.45,2.6,1.7,6.68
72,98,4.2,3.3,2.1,8.54
72,6,5.1,3.75,2.55,10.8
72,19,6.0,3.85,3.0,13.28
72,76,5.0,3.7,2.5,10.48
72,51,5.25,3.85,2.6,11.08
72,61,5.5,3.85,2.75,11.79
72,69,5.75,3.85,2.85,12.38
72,8,6.0,3.85,3.0,18.02
72,74,6.0,3.85,3.0,19.15
72,28,6.0,3.85,3.0,20.48
72,29,6.0,3.85,3.0,22.19
72,84,6.0,3.85,3.0,24.07
72,90,6.0,3.85,3.0,26.11
72,44,6.0,3.85,3.0,28.01
95,81,2.0,2.0,1.0,1.28
95,73,2.0,2.0,1.0,1.37
95,25,2.0,2.0,1.0,1.69
95,36,2.0,2.0,1.0,2.79
95,49,2.2,2.1,1.1,3.48
95,43,2.45,2.25,1.2,4.1
95,42,2.8,2.5,1.4,4.99
95,82,3.1,2.6,1.55,5.77
95,4,3.8,3.05,1.9,7.48
95,45,4.2,3.25,2.1,8.51
95,35,5.1,3.75,2.55,10.72
95,21,5.65,3.85,2.8,12.11
95,5,6.0,3.85,3.0,13.2
95,62,6.0,3.85,3.0,15.13
95,17,6.0,3.85,3.0,17.8
95,63,2.0,2.0,1.0,1.56
95,50,2.0,2.0,1.0,1.92
95,100,2.0,2.0,1.0,2.49
95,20,2.35,2.2,1.15,3.83
95,12,2.6,2.35,1.3,4.51
95,101,3.0,2.6,1.5,5.44
95,97,3.6,2.6,1.8,6.96
95,9,4.05,3.2,2.0,8.18
95,86,4.7,3.4,2.35,9.72
95,54,5.3,3.85,2.65,11.3
95,22,6.0,3.85,3.0,13.02
95,83,2.0,2.0,1.0,2.95
95,64,2.0,2.0,1.0,1.28
95,59,2.0,2.0,1.0,0.9
95,72,2.0,2.0,1.0,0.52
95,32,2.0,2.0,1.0,1.25
95,77,2.0,2.0,1.0,1.79
95,10,2.0,2.0,1.0,2.89
95,40,2.2,2.1,1.1,3.47
95,68,2.4,2.25,1.2,3.94
95,57,2.55,2.35,1.25,4.38
95,33,3.15,2.6,1.55,5.89
95,80,3.7,3.0,1.85,7.26
95,65,3.95,3.15,1.95,7.85
95,34,4.2,3.25,2.1,8.45
95,13,4.4,3.35,2.2,8.96
95,23,2.0,2.0,1.0,1.46
95,93,2.0,2.0,1.0,1.73
95,60,2.0,2.0,1.0,2.2
95,11,2.0,2.0,1.0,2.5
95,66,2.0,2.0,1.0,3.05
95,70,2.2,2.15,1.1,3.54
95,56,2.45,2.3,1.2,4.15
95,1,2.65,2.4,1.3,4.67
95,53,3.4,2.6,1.7,6.48
95,67,3.7,3.0,1.85,7.24
95,96,4.15,3.25,2.05,8.35
95,26,4.8,3.6,2.4,10.06
95,38,5.35,3.85,2.65,11.43
95,78,2.0,2.0,1.0,1.89
95,15,2.0,2.0,1.0,2.22
95,46,2.0,2.0,1.0,2.41
95,2,2.05,2.0,1.0,3.07
95,91,2.35,2.25,1.15,3.93
95,47,3.0,2.6,1.5,5.44
95,52,3.65,3.0,1.8,7.13
95,39,4.1,3.2,2.05,8.26
95,88,4.85,3.6,2.4,10.11
95,79,5.8,3.85,2.9,12.44
95,24,2.0,2.0,1.0,1.56
95,41,2.0,2.0,1.0,1.8
95,18,2.0,2.0,1.0,2.2
95,48,2.0,2.0,1.0,2.87
95,16,2.15,2.1,1.05,3.43
95,58,2.6,2.35,1.3,4.52
95,7,3.1,2.6,1.55,5.74
95,55,3.45,2.6,1.7,6.63
95,94,3.75,3.05,1.85,7.41
95,37,4.3,3.35,2.15,8.79
95,87,5.0,3.7,2.5,10.47
95,89,3.6,2.6,1.8,6.94
95,27,4.15,3.25,2.05,8.4
95,14,4.55,3.4,2.25,9.38
95,71,5.15,3.8,2.55,10.83
95,3,5.65,3.85,2.8,12.14
95,31,5.05,3.75,2.5,10.61
95,102,6.0,3.85,3.0,13.9
95,75,2.0,2.0,1.0,2.27
95,30,2.0,2.0,1.0,2.78
95,92,2.1,2.05,1.05,3.25
95,85,2.3,2.2,1.15,3.8
95,99,3.25,2.6,1.6,6.15
95,98,4.0,3.15,2.0,8.01
95,6,4.9,3.65,2.45,10.27
95,19,5.9,3.85,2.95,12.76
95,76,4.8,3.4,2.4,9.96
95,51,5.0,3.7,2.5,10.56
95,61,5.3,3.85,2.65,11.27
95,69,5.55,3.85,2.75,11.86
95,8,6.0,3.85,3.0,17.51
95,74,6.0,3.85,3.0,18.63
95,28,6.0,3.85,3.0,19.97
95,29,6.0,3.85,3.0,21.68
95,84,6.0,3.85,3.0,23.56
95,90,6.0,3.85,3.0,25.6
95,44,6.0,3.85,3.0,27.51
32,81,2.0,2.0,1.0,2.5
32,73,2.0,2.0,1.0,2.61
32,25,2.0,2.0,1.0,2.87
32,36,2.3,2.2,1.15,3.72
32,49,2.55,2.3,1.25,4.33
32,43,2.75,2.45,1.35,4.9
32,42,3.05,2.6,1.5,5.65
32,82,3.35,2.6,1.65,6.42
32,4,4.05,3.2,2.0,8.13
32,45,4.45,3.4,2.2,9.18
32,35,5.35,3.85,2.65,11.41
32,21,5.9,3.85,2.95,12.78
32,5,6.0,3.85,3.0,13.86
32,62,6.0,3.85,3.0,15.76
32,17,6.0,3.85,3.0,18.42
32,63,2.0,2.0,1.0,2.78
32,50,2.05,2.05,1.0,3.13
32,100,2.3,2.15,1.15,3.71
32,20,2.85,2.5,1.4,5.07
32,12,3.1,2.6,1.55,5.73
32,101,3.45,2.6,1.7,6.59
32,97,4.0,3.15,2.0,7.99
32,9,4.45,3.4,2.2,9.13
32,86,5.05,3.75,2.5,10.61
32,54,5.65,3.85,2.8,12.15
32,22,6.0,3.85,3.0,13.86
32,83,2.5,2.3,1.25,4.19
32,64,2.0,2.0,1.0,2.5
32,59,2.0,2.0,1.0,2.14
32,72,2.0,2.0,1.0,1.77
32,95,2.0,2.0,1.0,1.25
32,77,2.0,2.0,1.0,0.91
32,10,2.0,2.0,1.0,2.16
32,40,2.0,2.0,1.0,2.65
32,68,2.1,2.05,1.05,3.23
32,57,2.3,2.15,1.15,3.71
32,33,2.85,2.5,1.4,5.15
32,80,3.4,2.6,1.7,6.47
32,65,3.6,2.95,1.8,7.02
32,34,3.85,3.05,1.9,7.58
32,13,4.05,3.2,2.0,8.07
32,23,2.0,2.0,1.0,2.65
32,93,2.0,2.0,1.0,2.85
32,60,2.1,2.05,1.05,3.3
32,11,2.25,2.15,1.1,3.62
32,66,2.5,2.3,1.25,4.2
32,70,2.7,2.4,1.35,4.7
32,56,2.9,2.55,1.45,5.31
32,1,3.15,2.6,1.55,5.85
32,53,3.9,3.1,1.95,7.7
32,67,4.2,3.25,2.1,8.48
32,96,4.65,3.4,2.3,9.6
32,26,5.3,3.85,2.65,11.31
32,38,5.85,3.85,2.9,12.67
32,78,2.05,2.05,1.0,3.14
32,15,2.2,2.1,1.1,3.46
32,46,2.25,2.15,1.1,3.62
32,2,2.5,2.3,1.25,4.2
32,91,2.8,2.5,1.4,5.06
32,47,3.45,2.6,1.7,6.59
32,52,4.15,3.25,2.05,8.33
32,39,4.6,3.4,2.3,9.45
32,88,5.3,3.85,2.65,11.31
32,79,6.0,3.85,3.0,13.62
32,24,2.0,2.0,1.0,2.78
32,41,2.0,2.0,1.0,2.99
32,18,2.1,2.05,1.05,3.3
32,48,2.35,2.2,1.15,3.91
32,16,2.6,2.35,1.3,4.52
32,58,3.0,2.6,1.5,5.55
32,7,3.5,2.6,1.75,6.7
32,55,3.85,3.1,1.9,7.61
32,94,4.2,3.25,2.1,8.48
32,37,4.75,3.4,2.35,9.88
32,87,5.4,3.85,2.7,11.53
32,89,4.05,3.2,2.0,8.15
32,27,4.65,3.4,2.3,9.61
32,14,5.05,3.7,2.5,10.58
32,71,5.6,3.85,2.8,12.05
32,3,6.0,3.85,3.0,13.36
32,31,4.6,3.4,2.3,9.54
32,102,5.9,3.85,2.95,12.8
32,75,2.0,2.0,1.0,1.03
32,30,2.0,2.0,1.0,1.54
32,92,2.0,2.0,1.0,2.01
32,85,2.0,2.0,1.0,2.55
32,99,2.75,2.45,1.35,4.91
32,98,3.5,2.6,1.75,6.79
32,6,4.4,3.4,2.2,9.03
32,19,5.4,3.85,2.7,11.52
32,76,4.3,3.35,2.15,8.78
32,51,4.55,3.4,2.25,9.37
32,61,4.85,3.6,2.4,10.08
32,69,5.1,3.75,2.55,10.69
32,8,6.0,3.85,3.0,16.34
32,74,6.0,3.85,3.0,17.46
32,28,6.0,3.85,3.0,18.79
32,29,6.0,3.85,3.0,20.51
32,84,6.0,3.85,3.0,22.38
32,90,6.0,3.85,3.0,24.45
32,44,6.0,3.85,3.0,26.36
77,81,2.0,2.0,1.0,2.87
77,73,2.05,2.05,1.0,3.11
77,25,2.2,2.1,1.1,3.48
77,36,2.6,2.35,1.3,4.5
77,49,2.85,2.5,1.4,5.15
77,43,3.1,2.6,1.55,5.75
77,42,3.4,2.6,1.7,6.54
77,82,3.75,3.0,1.85,7.32
77,4,4.4,3.4,2.2,9.03
77,45,4.85,3.6,2.4,10.08
77,35,5.7,3.85,2.85,12.3
77,21,6.0,3.85,3.0,13.68
77,5,6.0,3.85,3.0,14.77
77,62,6.0,3.85,3.0,16.67
77,17,6.0,3.85,3.0,19.33
77,63,2.05,2.05,1.0,3.14
77,50,2.2,2.1,1.1,3.45
77,100,2.4,2.25,1.2,4.03
77,20,3.0,2.6,1.5,5.54
77,12,3.3,2.6,1.65,6.27
77,101,3.7,3.0,1.85,7.23
77,97,4.3,3.3,2.15,8.74
77,9,4.75,3.4,2.35,9.93
77,86,5.4,3.85,2.7,11.44
77,54,6.0,3.85,3.0,13.0
77,22,6.0,3.85,3.0,14.71
77,83,2.65,2.4,1.3,4.58
77,64,2.0,2.0,1.0,2.87
77,59,2.0,2.0,1.0,2.57
77,72,2.0,2.0,1.0,2.24
77,95,2.0,2.0,1.0,1.79
77,32,2.0,2.0,1.0,0.91
77,10,2.0,2.0,1.0,1.25
77,40,2.0,2.0,1.0,1.76
77,68,2.0,2.0,1.0,2.31
77,57,2.0,2.0,1.0,2.8
77,33,2.5,2.3,1.25,4.25
77,80,3.05,2.6,1.5,5.58
77,65,3.25,2.6,1.6,6.15
77,34,3.5,2.6,1.75,6.73
77,13,3.7,3.0,1.85,7.22
77,23,2.0,2.0,1.0,2.96
77,93,2.0,2.0,1.0,3.01
77,60,2.0,2.0,1.0,2.93
77,11,2.1,2.05,1.05,3.26
77,66,2.35,2.2,1.15,3.84
77,70,2.55,2.35,1.25,4.34
77,56,2.8,2.45,1.4,4.94
77,1,3.0,2.6,1.5,5.52
77,53,3.75,3.05,1.85,7.43
77,67,4.1,3.2,2.05,8.24
77,96,4.55,3.4,2.25,9.37
77,26,5.25,3.85,2.6,11.12
77,38,5.8,3.85,2.9,12.51
77,78,2.25,2.15,1.1,3.58
77,15,2.4,2.25,1.2,3.97
77,46,2.5,2.3,1.25,4.19
77,2,2.75,2.45,1.35,4.86
77,91,3.1,2.6,1.55,5.72
77,47,3.7,3.0,1.85,7.23
77,52,4.35,3.35,2.15,8.9
77,39,4.8,3.6,2.4,10.02
77,88,5.55,3.85,2.75,11.87
77,79,6.0,3.85,3.0,14.22
77,24,2.05,2.05,1.0,3.14
77,41,2.1,2.05,1.05,3.25
77,18,2.0,2.0,1.0,2.93
77,48,2.2,2.1,1.1,3.48
77,16,2.45,2.25,1.2,4.1
77,58,2.85,2.5,1.4,5.09
77,7,3.3,2.6,1.65,6.19
77,55,3.65,2.95,1.8,7.11
77,94,4.0,3.15,2.0,8.02
77,37,4.55,3.4,2.25,9.42
77,87,5.2,3.8,2.6,11.05
77,89,3.95,3.15,1.95,7.84
77,27,4.5,3.4,2.25,9.29
77,14,4.9,3.65,2.45,10.26
77,71,5.5,3.85,2.75,11.75
77,3,6.0,3.85,3.0,13.07
77,31,4.35,3.35,2.15,8.82
77,102,5.65,3.85,2.8,12.11
77,75,2.0,2.0,1.0,1.69
77,30,2.0,2.0,1.0,2.14
77,92,2.0,2.0,1.0,2.58
77,85,2.05,2.05,1.0,3.14
77,99,3.0,2.6,1.5,5.56
77,98,3.8,3.05,1.9,7.51
77,6,4.7,3.4,2.35,9.69
77,19,5.65,3.85,2.8,12.16
77,76,4.65,3.4,2.3,9.57
77,51,4.85,3.65,2.4,10.14
77,61,5.15,3.8,2.55,10.84
77,69,5.4,3.85,2.7,11.46
77,8,6.0,3.85,3.0,17.11
77,74,6.0,3.85,3.0,18.24
77,28,6.0,3.85,3.0,19.56
77,29,6.0,3.85,3.0,21.27
77,84,6.0,3.85,3.0,23.13
77,90,6.0,3.85,3.0,25.24
77,44,6.0,3.85,3.0,27.15
10,81,2.0,2.0,1.0,2.97
10,73,2.15,2.1,1.05,3.38
10,25,2.35,2.2,1.15,3.83
10,36,2.8,2.45,1.4,4.94
10,49,3.05,2.6,1.5,5.62
10,43,3.3,2.6,1.65,6.23
10,42,3.6,2.95,1.8,7.05
10,82,3.95,3.15,1.95,7.83
10,4,4.6,3.4,2.3,9.54
10,45,5.05,3.7,2.5,10.59
10,35,5.9,3.85,2.95,12.81
10,21,6.0,3.85,3.0,14.19
10,5,6.0,3.85,3.0,15.28
10,62,6.0,3.85,3.0,17.19
10,17,6.0,3.85,3.0,19.85
10,63,2.0,2.0,1.0,2.95
10,50,2.05,2.05,1.0,3.18
10,100,2.3,2.2,1.15,3.72
10,20,2.95,2.6,1.45,5.38
10,12,3.25,2.6,1.6,6.16
10,101,3.7,3.0,1.85,7.23
10,97,4.35,3.35,2.15,8.83
10,9,4.85,3.6,2.4,10.07
10,86,5.45,3.85,2.7,11.61
10,54,6.0,3.85,3.0,13.18
10,22,6.0,3.85,3.0,14.9
10,83,2.55,2.35,1.25,4.35
10,64,2.0,2.0,1.0,2.97
10,59,2.1,2.05,1.05,3.22
10,72,2.1,2.05,1.05,3.23
10,95,2.0,2.0,1.0,2.89
10,32,2.0,2.0,1.0,2.16
10,77,2.0,2.0,1.0,1.25
10,40,2.0,2.0,1.0,0.6
10,68,2.0,2.0,1.0,1.07
10,57,2.0,2.0,1.0,1.55
10,33,2.0,2.0,1.0,3.02
10,80,2.55,2.35,1.25,4.37
10,65,2.8,2.5,1.4,4.96
10,34,3.05,2.6,1.5,5.57
10,13,3.25,2.6,1.6,6.08
10,23,2.0,2.0,1.0,2.7
10,93,2.0,2.0,1.0,2.36
10,60,2.0,2.0,1.0,2.19
10,11,2.0,2.0,1.0,2.49
10,66,2.0,2.0,1.0,3.04
10,70,2.2,2.15,1.1,3.53
10,56,2.45,2.25,1.2,4.08
10,1,2.7,2.4,1.35,4.7
10,53,3.45,2.6,1.7,6.66
10,67,3.8,3.05,1.9,7.51
10,96,4.25,3.3,2.1,8.66
10,26,5.0,3.7,2.5,10.44
10,38,5.55,3.85,2.75,11.86
10,78,2.2,2.1,1.1,3.46
10,15,2.35,2.2,1.15,3.9
10,46,2.45,2.3,1.2,4.18
10,2,2.75,2.45,1.35,4.92
10,91,3.1,2.6,1.55,5.77
10,47,3.7,3.0,1.85,7.23
10,52,4.3,3.35,2.15,8.8
10,39,4.75,3.4,2.35,9.92
10,88,5.5,3.85,2.75,11.73
10,79,6.0,3.85,3.0,14.12
10,24,2.0,2.0,1.0,2.95
10,41,2.0,2.0,1.0,2.64
10,18,2.0,2.0,1.0,2.19
10,48,2.0,2.0,1.0,2.57
10,16,2.1,2.05,1.05,3.2
10,58,2.4,2.25,1.2,4.05
10,7,2.8,2.5,1.4,5.06
10,55,3.2,2.6,1.6,5.98
10,94,3.6,2.6,1.8,6.96
10,37,4.15,3.25,2.05,8.36
10,87,4.8,3.4,2.4,9.96
10,89,3.6,2.95,1.8,7.01
10,27,4.2,3.25,2.1,8.44
10,14,4.55,3.4,2.25,9.39
10,71,5.15,3.8,2.55,10.9
10,3,5.7,3.85,2.85,12.24
10,31,3.95,3.15,1.95,7.86
10,102,5.25,3.85,2.6,11.17
10,75,2.0,2.0,1.0,2.82
10,30,2.1,2.05,1.05,3.2
10,92,2.25,2.15,1.1,3.57
10,85,2.45,2.25,1.2,4.11
10,99,3.4,2.6,1.7,6.53
10,98,4.2,3.3,2.1,8.53
10,6,5.05,3.75,2.5,10.62
10,19,6.0,3.85,3.0,13.07
10,76,5.05,3.75,2.5,10.65
10,51,5.3,3.85,2.65,11.2
10,61,5.55,3.85,2.75,11.9
10,69,5.8,3.85,2.9,12.54
10,8,6.0,3.85,3.0,18.17
10,74,6.0,3.85,3.0,19.29
10,28,6.0,3.85,3.0,20.61
10,29,6.0,3.85,3.0,22.32
10,84,6.0,3.85,3.0,24.16
10,90,6.0,3.85,3.0,26.31
10,44,6.0,3.85,3.0,28.23
40,81,2.2,2.15,1.1,3.56
40,73,2.4,2.25,1.2,3.97
40,25,2.55,2.35,1.25,4.42
40,36,3.0,2.6,1.5,5.51
40,49,3.25,2.6,1.6,6.17
40,43,3.5,2.6,1.75,6.78
40,42,3.85,3.05,1.9,7.57
40,82,4.15,3.25,2.05,8.34
40,4,4.8,3.6,2.4,10.06
40,45,5.25,3.85,2.6,11.11
40,35,6.0,3.85,3.0,13.33
40,21,6.0,3.85,3.0,14.71
40,5,6.0,3.85,3.0,15.79
40,62,6.0,3.85,3.0,17.69
40,17,6.0,3.85,3.0,20.35
40,63,2.2,2.15,1.1,3.54
40,50,2.3,2.2,1.15,3.76
40,100,2.5,2.3,1.25,4.3
40,20,3.2,2.6,1.6,5.97
40,12,3.5,2.6,1.75,6.76
40,101,3.95,3.15,1.95,7.83
40,97,4.55,3.4,2.25,9.42
40,9,5.05,3.75,2.5,10.65
40,86,5.65,3.85,2.8,12.17
40,54,6.0,3.85,3.0,13.74
40,22,6.0,3.85,3.0,15.46
40,83,2.75,2.45,1.35,4.93
40,64,2.2,2.15,1.1,3.56
40,59,2.3,2.2,1.15,3.81
40,72,2.35,2.2,1.15,3.82
40,95,2.2,2.1,1.1,3.47
40,32,2.0,2.0,1.0,2.65
40,77,2.0,2.0,1.0,1.76
40,10,2.0,2.0,1.0,0.6
40,68,2.0,2.0,1.0,0.64
40,57,2.0,2.0,1.0,1.15
40,33,2.0,2.0,1.0,2.5
40,80,2.35,2.2,1.15,3.82
40,65,2.55,2.35,1.25,4.4
40,34,2.8,2.5,1.4,4.99
40,13,3.0,2.6,1.5,5.49
40,23,2.1,2.05,1.05,3.3
40,93,2.0,2.0,1.0,2.95
40,60,2.0,2.0,1.0,2.76
40,11,2.0,2.0,1.0,3.05
40,66,2.25,2.15,1.1,3.59
40,70,2.4,2.25,1.2,4.06
40,56,2.65,2.4,1.3,4.59
40,1,2.9,2.55,1.45,5.23
40,53,3.7,3.0,1.85,7.19
40,67,4.0,3.15,2.0,8.05
40,96,4.5,3.4,2.25,9.21
40,26,5.2,3.8,2.6,11.0
40,38,5.75,3.85,2.85,12.42
40,78,2.4,2.25,1.2,4.05
40,15,2.6,2.35,1.3,4.5
40,46,2.7,2.45,1.35,4.77
40,2,3.0,2.6,1.5,5.51
40,91,3.35,2.6,1.65,6.36
40,47,3.95,3.15,1.95,7.83
40,52,4.55,3.4,2.25,9.39
40,39,5.0,3.7,2.5,10.51
40,88,5.75,3.85,2.85,12.32
40,79,6.0,3.85,3.0,14.72
40,24,2.2,2.15,1.1,3.54
40,41,2.1,2.05,1.05,3.23
40,18,2.0,2.0,1.0,2.76
40,48,2.05,2.0,1.0,3.1
40,16,2.3,2.15,1.15,3.71
40,58,2.6,2.35,1.3,4.49
40,7,2.95,2.6,1.45,5.41
40,55,3.35,2.6,1.65,6.33
40,94,3.75,3.05,1.85,7.37
40,37,4.3,3.35,2.15,8.76
40,87,4.95,3.65,2.45,10.32
40,89,3.8,3.05,1.9,7.53
40,27,4.4,3.35,2.2,8.94
40,14,4.75,3.4,2.35,9.88
40,71,5.35,3.85,2.65,11.4
40,3,5.9,3.85,2.95,12.74
40,31,3.7,3.0,1.85,7.27
40,102,5.05,3.7,2.5,10.58
40,75,2.1,2.05,1.05,3.21
40,30,2.2,2.15,1.1,3.53
40,92,2.35,2.2,1.15,3.86
40,85,2.55,2.35,1.25,4.36
40,99,3.5,2.6,1.75,6.76
40,98,4.3,3.35,2.15,8.78
40,6,5.15,3.75,2.55,10.82
40,19,6.0,3.85,3.0,13.25
40,76,5.2,3.8,2.6,10.94
40,51,5.4,3.85,2.7,11.48
40,61,5.65,3.85,2.8,12.17
40,69,5.9,3.85,2.95,12.81
40,8,6.0,3.85,3.0,18.42
40,74,6.0,3.85,3.0,19.55
40,28,6.0,3.85,3.0,20.86
40,29,6.0,3.85,3.0,22.57
40,84,6.0,3.85,3.0,24.4
40,90,6.0,3.85,3.0,26.58
40,44,6.0,3.85,3.0,28.5
68,81,2.35,2.25,1.15,3.93
68,73,2.55,2.35,1.25,4.4
68,25,2.75,2.45,1.35,4.87
68,36,3.2,2.6,1.6,6.0
68,49,3.45,2.6,1.7,6.68
68,43,3.7,3.0,1.85,7.29
68,42,4.05,3.2,2.0,8.12
68,82,4.35,3.35,2.15,8.9
68,4,5.05,3.75,2.5,10.61
68,45,5.45,3.85,2.7,11.66
68,35,6.0,3.85,3.0,13.88
68,21,6.0,3.85,3.0,15.26
68,5,6.0,3.85,3.0,16.35
68,62,6.0,3.85,3.0,18.26
68,17,6.0,3.85,3.0,20.92
68,63,2.35,2.2,1.15,3.88
68,50,2.45,2.25,1.2,4.08
68,100,2.65,2.4,1.3,4.59
68,20,3.3,2.6,1.65,6.3
68,12,3.65,2.95,1.8,7.11
68,101,4.1,3.2,2.05,8.22
68,97,4.75,3.4,2.35,9.86
68,9,5.25,3.85,2.6,11.11
68,86,5.85,3.85,2.9,12.66
68,54,6.0,3.85,3.0,14.24
68,22,6.0,3.85,3.0,15.96
68,83,2.9,2.55,1.45,5.24
68,64,2.35,2.25,1.15,3.93
68,59,2.5,2.3,1.25,4.21
68,72,2.5,2.3,1.25,4.25
68,95,2.4,2.25,1.2,3.94
68,32,2.1,2.05,1.05,3.23
68,77,2.0,2.0,1.0,2.31
68,10,2.0,2.0,1.0,1.07
68,40,2.0,2.0,1.0,0.64
68,57,2.0,2.0,1.0,0.51
68,33,2.0,2.0,1.0,1.95
68,80,2.1,2.1,1.05,3.31
68,65,2.35,2.2,1.15,3.92
