src,dst,peak,off_peak,senior_disabled,miles
102,96,6.0,3.85,3.0,19.63
102,26,6.0,3.85,3.0,21.44
102,38,6.0,3.85,3.0,22.88
102,78,6.0,3.85,3.0,14.62
102,15,6.0,3.85,3.0,15.05
102,46,6.0,3.85,3.0,15.29
102,2,6.0,3.85,3.0,15.96
102,91,6.0,3.85,3.0,16.83
102,47,6.0,3.85,3.0,18.34
102,52,6.0,3.85,3.0,19.97
102,39,6.0,3.85,3.0,21.09
102,88,6.0,3.85,3.0,22.91
102,79,6.0,3.85,3.0,25.3
102,24,6.0,3.85,3.0,14.12
102,41,6.0,3.85,3.0,13.81
102,18,6.0,3.85,3.0,13.33
102,48,6.0,3.85,3.0,13.6
102,16,6.0,3.85,3.0,14.15
102,58,6.0,3.85,3.0,14.67
102,7,6.0,3.85,3.0,15.16
102,55,6.0,3.85,3.0,15.92
102,94,6.0,3.85,3.0,17.15
102,37,6.0,3.85,3.0,18.36
102,87,6.0,3.85,3.0,19.55
102,89,6.0,3.85,3.0,17.83
102,27,6.0,3.85,3.0,19.14
102,14,6.0,3.85,3.0,20.0
102,71,6.0,3.85,3.0,21.51
102,3,6.0,3.85,3.0,22.85
102,31,2.1,2.1,1.05,3.31
102,75,6.0,3.85,3.0,12.96
102,30,6.0,3.85,3.0,13.0
102,92,6.0,3.85,3.0,13.05
102,85,6.0,3.85,3.0,13.19
102,99,6.0,3.85,3.0,14.31
102,98,6.0,3.85,3.0,15.88
102,6,6.0,3.85,3.0,16.76
102,19,6.0,3.85,3.0,18.42
102,76,6.0,3.85,3.0,18.08
102,51,6.0,3.85,3.0,18.35
102,61,6.0,3.85,3.0,18.84
102,69,6.0,3.85,3.0,19.51
102,8,6.0,3.85,3.0,24.27
102,74,6.0,3.85,3.0,25.3
102,28,6.0,3.85,3.0,26.41
102,29,6.0,3.85,3.0,28.03
102,84,6.0,3.85,3.0,29.6
102,90,6.0,3.85,3.0,32.14
102,44,6.0,3.85,3.0,34.03
75,81,2.2,2.1,1.1,3.51
75,73,2.25,2.15,1.1,3.64
75,25,2.35,2.2,1.15,3.9
75,36,2.65,2.4,1.3,4.67
75,49,2.9,2.55,1.45,5.22
75,43,3.1,2.6,1.55,5.75
75,42,3.35,2.6,1.65,6.39
75,82,3.65,3.0,1.8,7.14
75,4,4.35,3.35,2.15,8.83
75,45,4.75,3.4,2.35,9.87
75,35,5.65,3.85,2.8,12.09
75,21,6.0,3.85,3.0,13.45
75,5,6.0,3.85,3.0,14.53
75,62,6.0,3.85,3.0,16.39
75,17,6.0,3.85,3.0,19.04
75,63,2.3,2.2,1.15,3.79
75,50,2.45,2.3,1.2,4.13
75,100,2.7,2.4,1.35,4.71
75,20,3.25,2.6,1.6,6.1
75,12,3.5,2.6,1.75,6.75
75,101,3.85,3.1,1.9,7.59
75,97,4.35,3.35,2.15,8.93
75,9,4.8,3.6,2.4,10.02
75,86,5.4,3.85,2.7,11.45
75,54,6.0,3.85,3.0,12.97
75,22,6.0,3.85,3.0,14.66
75,83,2.9,2.55,1.45,5.21
75,64,2.2,2.1,1.1,3.51
75,59,2.05,2.05,1.0,3.16
75,72,2.0,2.0,1.0,2.79
75,95,2.0,2.0,1.0,2.27
75,32,2.0,2.0,1.0,1.03
75,77,2.0,2.0,1.0,1.69
75,10,2.0,2.0,1.0,2.82
75,40,2.1,2.05,1.05,3.21
75,68,2.35,2.2,1.15,3.83
75,57,2.55,2.35,1.25,4.34
75,33,3.1,2.6,1.55,5.69
75,80,3.55,2.6,1.75,6.92
75,65,3.8,3.05,1.9,7.44
75,34,4.0,3.15,2.0,7.96
75,13,4.15,3.25,2.05,8.43
75,23,2.25,2.15,1.1,3.63
75,93,2.3,2.2,1.15,3.81
75,60,2.5,2.3,1.25,4.24
75,11,2.65,2.4,1.3,4.57
75,66,2.85,2.5,1.4,5.15
75,70,3.05,2.6,1.5,5.65
75,56,3.3,2.6,1.65,6.25
75,1,3.55,2.6,1.75,6.82
75,53,4.3,3.3,2.15,8.7
75,67,4.6,3.4,2.3,9.49
75,96,5.05,3.75,2.5,10.61
75,26,5.75,3.85,2.85,12.33
75,38,6.0,3.85,3.0,13.7
75,78,2.45,2.3,1.2,4.16
75,15,2.6,2.35,1.3,4.49
75,46,2.65,2.4,1.3,4.65
75,2,2.9,2.55,1.45,5.2
75,91,3.2,2.6,1.6,6.06
75,47,3.85,3.1,1.9,7.59
75,52,4.55,3.4,2.25,9.35
75,39,5.0,3.7,2.5,10.47
75,88,5.75,3.85,2.85,12.33
75,79,6.0,3.85,3.0,14.63
75,24,2.3,2.2,1.15,3.79
75,41,2.4,2.25,1.2,3.97
75,18,2.5,2.3,1.25,4.24
75,48,2.7,2.45,1.35,4.81
75,16,2.95,2.6,1.45,5.43
75,58,3.35,2.6,1.65,6.41
75,7,3.8,3.05,1.9,7.5
75,55,4.15,3.25,2.05,8.41
75,94,4.55,3.4,2.25,9.35
75,37,5.1,3.75,2.55,10.75
75,87,5.75,3.85,2.85,12.37
75,89,4.45,3.4,2.2,9.13
75,27,5.05,3.7,2.5,10.59
75,14,5.4,3.85,2.7,11.56
75,71,6.0,3.85,3.0,13.04
75,3,6.0,3.85,3.0,14.35
75,31,4.7,3.4,2.35,9.73
75,102,6.0,3.85,3.0,12.96
75,30,2.0,2.0,1.0,0.51
75,92,2.0,2.0,1.0,0.98
75,85,2.0,2.0,1.0,1.53
75,99,2.35,2.2,1.15,3.9
75,98,3.15,2.6,1.55,5.83
75,6,4.0,3.15,2.0,8.03
75,19,5.0,3.7,2.5,10.51
75,76,3.95,3.15,1.95,7.88
75,51,4.2,3.25,2.1,8.45
75,61,4.45,3.4,2.2,9.15
75,69,4.7,3.4,2.35,9.77
75,8,6.0,3.85,3.0,15.42
75,74,6.0,3.85,3.0,16.55
75,28,6.0,3.85,3.0,17.87
75,29,6.0,3.85,3.0,19.58
75,84,6.0,3.85,3.0,21.44
75,90,6.0,3.85,3.0,23.55
75,44,6.0,3.85,3.0,25.46
30,81,2.4,2.25,1.2,4.0
30,73,2.45,2.3,1.2,4.15
30,25,2.55,2.35,1.25,4.41
30,36,2.85,2.55,1.4,5.16
30,49,3.1,2.6,1.55,5.69
30,43,3.3,2.6,1.65,6.2
30,42,3.5,2.6,1.75,6.8
30,82,3.8,3.05,1.9,7.53
30,4,4.5,3.4,2.25,9.19
30,45,4.9,3.65,2.45,10.23
30,35,5.8,3.85,2.9,12.45
30,21,6.0,3.85,3.0,13.8
30,5,6.0,3.85,3.0,14.87
30,62,6.0,3.85,3.0,16.71
30,17,6.0,3.85,3.0,19.36
30,63,2.5,2.3,1.25,4.29
30,50,2.65,2.4,1.3,4.62
30,100,2.9,2.55,1.45,5.2
30,20,3.45,2.6,1.7,6.6
30,12,3.7,3.0,1.85,7.26
30,101,4.05,3.2,2.0,8.09
30,97,4.55,3.4,2.25,9.41
30,9,5.0,3.7,2.5,10.47
30,86,5.55,3.85,2.75,11.88
30,54,6.0,3.85,3.0,13.39
30,22,6.0,3.85,3.0,15.07
30,83,3.1,2.6,1.55,5.71
30,64,2.4,2.25,1.2,4.0
30,59,2.25,2.15,1.1,3.67
30,72,2.1,2.05,1.05,3.3
30,95,2.0,2.0,1.0,2.78
30,32,2.0,2.0,1.0,1.54
30,77,2.0,2.0,1.0,2.14
30,10,2.1,2.05,1.05,3.2
30,40,2.2,2.15,1.1,3.53
30,68,2.45,2.3,1.2,4.17
30,57,2.65,2.4,1.3,4.68
30,33,3.2,2.6,1.6,5.96
30,80,3.65,3.0,1.8,7.15
30,65,3.85,3.1,1.9,7.65
30,34,4.05,3.2,2.0,8.13
30,13,4.25,3.3,2.1,8.6
30,23,2.45,2.25,1.2,4.12
30,93,2.5,2.3,1.25,4.29
30,60,2.7,2.4,1.35,4.71
30,11,2.8,2.5,1.4,5.04
30,66,3.05,2.6,1.5,5.62
30,70,3.25,2.6,1.6,6.12
30,56,3.5,2.6,1.75,6.72
30,1,3.7,3.0,1.85,7.3
30,53,4.5,3.4,2.25,9.19
30,67,4.8,3.4,2.4,9.98
30,96,5.25,3.85,2.6,11.11
30,26,5.95,3.85,2.95,12.83
30,38,6.0,3.85,3.0,14.21
30,78,2.65,2.4,1.3,4.67
30,15,2.8,2.5,1.4,5.0
30,46,2.85,2.55,1.4,5.16
30,2,3.1,2.6,1.55,5.7
30,91,3.4,2.6,1.7,6.56
30,47,4.05,3.2,2.0,8.09
30,52,4.75,3.4,2.35,9.86
30,39,5.2,3.8,2.6,10.98
30,88,5.95,3.85,2.95,12.84
30,79,6.0,3.85,3.0,15.13
30,24,2.5,2.3,1.25,4.29
30,41,2.6,2.35,1.3,4.46
30,18,2.7,2.4,1.35,4.71
30,48,2.9,2.55,1.45,5.26
30,16,3.15,2.6,1.55,5.88
30,58,3.55,2.6,1.75,6.84
30,7,3.95,3.15,1.95,7.9
30,55,4.3,3.35,2.15,8.81
30,94,4.7,3.4,2.35,9.77
30,37,5.25,3.85,2.6,11.17
30,87,5.9,3.85,2.95,12.79
30,89,4.65,3.4,2.3,9.61
30,27,5.25,3.85,2.6,11.07
30,14,5.6,3.85,2.8,12.04
30,71,6.0,3.85,3.0,13.52
30,3,6.0,3.85,3.0,14.84
30,31,4.7,3.4,2.35,9.8
30,102,6.0,3.85,3.0,13.0
30,75,2.0,2.0,1.0,0.51
30,92,2.0,2.0,1.0,0.47
30,85,2.0,2.0,1.0,1.02
30,99,2.15,2.1,1.05,3.42
30,98,2.95,2.6,1.45,5.37
30,6,3.8,3.05,1.9,7.55
30,19,4.8,3.6,2.4,10.02
30,76,3.8,3.05,1.9,7.46
30,51,4.0,3.15,2.0,8.02
30,61,4.3,3.3,2.15,8.72
30,69,4.55,3.4,2.25,9.35
30,8,6.0,3.85,3.0,14.98
30,74,6.0,3.85,3.0,16.11
30,28,6.0,3.85,3.0,17.43
30,29,6.0,3.85,3.0,19.15
30,84,6.0,3.85,3.0,21.0
30,90,6.0,3.85,3.0,23.12
30,44,6.0,3.85,3.0,25.04
92,81,2.6,2.35,1.3,4.46
92,73,2.65,2.4,1.3,4.61
92,25,2.75,2.45,1.35,4.87
92,36,3.05,2.6,1.5,5.61
92,49,3.25,2.6,1.6,6.13
92,43,3.45,2.6,1.7,6.62
92,42,3.7,3.0,1.85,7.19
92,82,3.95,3.15,1.95,7.9
92,4,4.6,3.4,2.3,9.55
92,45,5.05,3.7,2.5,10.59
92,35,5.9,3.85,2.95,12.79
92,21,6.0,3.85,3.0,14.14
92,5,6.0,3.85,3.0,15.2
92,62,6.0,3.85,3.0,17.02
92,17,6.0,3.85,3.0,19.66
92,63,2.7,2.45,1.35,4.75
92,50,2.85,2.5,1.4,5.07
92,100,3.05,2.6,1.5,5.65
92,20,3.65,2.95,1.8,7.07
92,12,3.9,3.1,1.95,7.73
92,101,4.2,3.3,2.1,8.55
92,97,4.75,3.4,2.35,9.85
92,9,5.15,3.8,2.55,10.9
92,86,5.7,3.85,2.85,12.29
92,54,6.0,3.85,3.0,13.78
92,22,6.0,3.85,3.0,15.45
92,83,3.25,2.6,1.6,6.17
92,64,2.6,2.35,1.3,4.46
92,59,2.45,2.3,1.2,4.13
92,72,2.3,2.2,1.15,3.76
92,95,2.1,2.05,1.05,3.25
92,32,2.0,2.0,1.0,2.01
92,77,2.0,2.0,1.0,2.58
92,10,2.25,2.15,1.1,3.57
92,40,2.35,2.2,1.15,3.86
92,68,2.6,2.35,1.3,4.5
92,57,2.8,2.5,1.4,5.01
92,33,3.3,2.6,1.65,6.23
92,80,3.75,3.05,1.85,7.37
92,65,3.95,3.15,1.95,7.85
92,34,4.1,3.25,2.05,8.31
92,13,4.3,3.35,2.15,8.76
92,23,2.65,2.4,1.3,4.58
92,93,2.7,2.4,1.35,4.73
92,60,2.85,2.5,1.4,5.15
92,11,3.0,2.6,1.5,5.48
92,66,3.2,2.6,1.6,6.06
92,70,3.4,2.6,1.7,6.56
92,56,3.65,3.0,1.8,7.16
92,1,3.9,3.1,1.95,7.74
92,53,4.65,3.4,2.3,9.64
92,67,5.0,3.7,2.5,10.44
92,96,5.45,3.85,2.7,11.57
92,26,6.0,3.85,3.0,13.29
92,38,6.0,3.85,3.0,14.67
92,78,2.85,2.5,1.4,5.13
92,15,3.0,2.6,1.5,5.46
92,46,3.05,2.6,1.5,5.63
92,2,3.25,2.6,1.6,6.17
92,91,3.6,2.95,1.8,7.02
92,47,4.2,3.3,2.1,8.55
92,52,4.95,3.65,2.45,10.33
92,39,5.4,3.85,2.7,11.45
92,88,6.0,3.85,3.0,13.3
92,79,6.0,3.85,3.0,15.59
92,24,2.7,2.45,1.35,4.75
92,41,2.75,2.45,1.35,4.91
92,18,2.85,2.5,1.4,5.15
92,48,3.05,2.6,1.5,5.68
92,16,3.3,2.6,1.65,6.31
92,58,3.7,3.0,1.85,7.25
92,7,4.1,3.2,2.05,8.27
92,55,4.5,3.4,2.25,9.19
92,94,4.85,3.65,2.4,10.17
92,37,5.45,3.85,2.7,11.57
92,87,6.0,3.85,3.0,13.17
92,89,4.8,3.6,2.4,10.05
92,27,5.4,3.85,2.7,11.51
92,14,5.8,3.85,2.9,12.48
92,71,6.0,3.85,3.0,13.97
92,3,6.0,3.85,3.0,15.29
92,31,4.75,3.4,2.35,9.87
92,102,6.0,3.85,3.0,13.05
92,75,2.0,2.0,1.0,0.98
92,30,2.0,2.0,1.0,0.47
92,85,2.0,2.0,1.0,0.56
92,99,2.0,2.0,1.0,2.98
92,98,2.8,2.5,1.4,4.96
92,6,3.65,2.95,1.8,7.11
92,19,4.65,3.4,2.3,9.58
92,76,3.65,2.95,1.8,7.08
92,51,3.85,3.1,1.9,7.63
92,61,4.15,3.25,2.05,8.33
92,69,4.4,3.35,2.2,8.96
92,8,6.0,3.85,3.0,14.59
92,74,6.0,3.85,3.0,15.72
92,28,6.0,3.85,3.0,17.03
92,29,6.0,3.85,3.0,18.75
92,84,6.0,3.85,3.0,20.6
92,90,6.0,3.85,3.0,22.74
92,44,6.0,3.85,3.0,24.66
85,81,2.8,2.5,1.4,5.02
85,73,2.85,2.55,1.4,5.16
85,25,2.95,2.6,1.45,5.42
85,36,3.25,2.6,1.6,6.12
85,49,3.45,2.6,1.7,6.61
85,43,3.65,2.95,1.8,7.08
85,42,3.85,3.1,1.9,7.6
85,82,4.1,3.25,2.05,8.29
85,4,4.75,3.4,2.35,9.9
85,45,5.15,3.8,2.55,10.93
85,35,6.0,3.85,3.0,13.12
85,21,6.0,3.85,3.0,14.45
85,5,6.0,3.85,3.0,15.5
85,62,6.0,3.85,3.0,17.3
85,17,6.0,3.85,3.0,19.93
85,63,2.9,2.55,1.45,5.3
85,50,3.05,2.6,1.5,5.63
85,100,3.3,2.6,1.65,6.21
85,20,3.85,3.1,1.9,7.62
85,12,4.1,3.2,2.05,8.27
85,101,4.45,3.4,2.2,9.07
85,97,4.95,3.65,2.45,10.33
85,9,5.35,3.85,2.65,11.35
85,86,5.9,3.85,2.95,12.71
85,54,6.0,3.85,3.0,14.18
85,22,6.0,3.85,3.0,15.84
85,83,3.5,2.6,1.75,6.73
85,64,2.8,2.5,1.4,5.02
85,59,2.65,2.4,1.3,4.68
85,72,2.5,2.3,1.25,4.31
85,95,2.3,2.2,1.15,3.8
85,32,2.0,2.0,1.0,2.55
85,77,2.05,2.05,1.0,3.14
85,10,2.45,2.25,1.2,4.11
85,40,2.55,2.35,1.25,4.36
85,68,2.8,2.5,1.4,5.01
85,57,3.0,2.6,1.5,5.51
85,33,3.45,2.6,1.7,6.68
85,80,3.9,3.1,1.95,7.77
85,65,4.1,3.2,2.05,8.21
85,34,4.25,3.3,2.1,8.64
85,13,4.45,3.4,2.2,9.08
85,23,2.85,2.5,1.4,5.14
85,93,2.9,2.55,1.45,5.29
85,60,3.1,2.6,1.55,5.71
85,11,3.2,2.6,1.6,6.04
85,66,3.45,2.6,1.7,6.62
85,70,3.65,2.95,1.8,7.12
85,56,3.9,3.1,1.95,7.71
85,1,4.1,3.25,2.05,8.3
85,53,4.9,3.65,2.45,10.2
85,67,5.2,3.8,2.6,11.0
85,96,5.65,3.85,2.8,12.13
85,26,6.0,3.85,3.0,13.85
85,38,6.0,3.85,3.0,15.23
85,78,3.1,2.6,1.55,5.69
85,15,3.2,2.6,1.6,6.01
85,46,3.25,2.6,1.6,6.17
85,2,3.5,2.6,1.75,6.69
85,91,3.8,3.05,1.9,7.54
85,47,4.45,3.4,2.2,9.07
85,52,5.15,3.8,2.55,10.86
85,39,5.6,3.85,2.8,11.98
85,88,6.0,3.85,3.0,13.84
85,79,6.0,3.85,3.0,16.11
85,24,2.9,2.55,1.45,5.3
85,41,3.0,2.6,1.5,5.47
85,18,3.1,2.6,1.55,5.71
85,48,3.3,2.6,1.65,6.23
85,16,3.55,2.6,1.75,6.86
85,58,3.9,3.1,1.95,7.79
85,7,4.3,3.35,2.15,8.79
85,55,4.7,3.4,2.35,9.71
85,94,5.1,3.75,2.55,10.71
85,37,5.65,3.85,2.8,12.11
85,87,6.0,3.85,3.0,13.69
85,89,5.05,3.75,2.5,10.61
85,27,5.65,3.85,2.8,12.07
85,14,6.0,3.85,3.0,13.03
85,71,6.0,3.85,3.0,14.52
85,3,6.0,3.85,3.0,15.85
85,31,4.8,3.6,2.4,10.06
85,102,6.0,3.85,3.0,13.19
85,75,2.0,2.0,1.0,1.53
85,30,2.0,2.0,1.0,1.02
85,92,2.0,2.0,1.0,0.56
85,99,2.0,2.0,1.0,2.43
85,98,2.55,2.35,1.25,4.43
85,6,3.4,2.6,1.7,6.55
85,19,4.4,3.4,2.2,9.02
85,76,3.45,2.6,1.7,6.58
85,51,3.65,2.95,1.8,7.11
85,61,3.9,3.1,1.95,7.8
85,69,4.2,3.25,2.1,8.45
85,8,6.0,3.85,3.0,14.07
85,74,6.0,3.85,3.0,15.19
85,28,6.0,3.85,3.0,16.5
85,29,6.0,3.85,3.0,18.22
85,84,6.0,3.85,3.0,20.06
85,90,6.0,3.85,3.0,22.22
85,44,6.0,3.85,3.0,24.14
99,81,3.75,3.05,1.85,7.41
99,73,3.8,3.05,1.9,7.52
99,25,3.9,3.1,1.95,7.72
99,36,4.1,3.2,2.05,8.28
99,49,4.25,3.3,2.1,8.66
99,43,4.4,3.4,2.2,9.03
99,42,4.55,3.4,2.25,9.38
99,82,4.8,3.4,2.4,9.95
99,4,5.35,3.85,2.65,11.39
99,45,5.75,3.85,2.85,12.35
99,35,6.0,3.85,3.0,14.43
99,21,6.0,3.85,3.0,15.69
99,5,6.0,3.85,3.0,16.69
99,62,6.0,3.85,3.0,18.37
99,17,6.0,3.85,3.0,20.93
99,63,3.9,3.1,1.95,7.69
99,50,4.0,3.15,2.0,8.03
99,100,4.25,3.3,2.1,8.61
99,20,4.8,3.4,2.4,9.94
99,12,5.0,3.7,2.5,10.54
99,101,5.3,3.85,2.65,11.22
99,97,5.7,3.85,2.85,12.31
99,9,6.0,3.85,3.0,13.19
99,86,6.0,3.85,3.0,14.41
99,54,6.0,3.85,3.0,15.77
99,22,6.0,3.85,3.0,17.36
99,83,4.45,3.4,2.2,9.1
99,64,3.75,3.05,1.85,7.41
99,59,3.6,2.95,1.8,7.05
99,72,3.45,2.6,1.7,6.68
99,95,3.25,2.6,1.6,6.15
99,32,2.75,2.45,1.35,4.91
99,77,3.0,2.6,1.5,5.56
99,10,3.4,2.6,1.7,6.53
99,40,3.5,2.6,1.75,6.76
99,68,3.75,3.05,1.85,7.39
99,57,3.95,3.15,1.95,7.88
99,33,4.4,3.35,2.2,8.95
99,80,4.75,3.4,2.35,9.89
99,65,4.9,3.65,2.45,10.26
99,34,5.05,3.75,2.5,10.6
99,13,5.2,3.8,2.6,10.98
99,23,3.8,3.05,1.9,7.54
99,93,3.9,3.1,1.95,7.71
99,60,4.05,3.2,2.0,8.13
99,11,4.2,3.25,2.1,8.46
99,66,4.4,3.4,2.2,9.04
99,70,4.6,3.4,2.3,9.54
99,56,4.85,3.65,2.4,10.14
99,1,5.1,3.75,2.55,10.72
99,53,5.85,3.85,2.9,12.6
99,67,6.0,3.85,3.0,13.39
99,96,6.0,3.85,3.0,14.51
99,26,6.0,3.85,3.0,16.2
99,38,6.0,3.85,3.0,17.56
99,78,4.0,3.15,2.0,8.04
99,15,4.15,3.25,2.05,8.33
99,46,4.2,3.25,2.1,8.46
99,2,4.35,3.35,2.15,8.91
99,91,4.7,3.4,2.35,9.72
99,47,5.3,3.85,2.65,11.22
99,52,6.0,3.85,3.0,13.07
99,39,6.0,3.85,3.0,14.17
99,88,6.0,3.85,3.0,16.03
99,79,6.0,3.85,3.0,18.23
99,24,3.9,3.1,1.95,7.69
99,41,3.95,3.15,1.95,7.88
99,18,4.05,3.2,2.0,8.13
99,48,4.25,3.3,2.1,8.66
99,16,4.5,3.4,2.25,9.29
99,58,4.9,3.65,2.45,10.22
99,7,5.3,3.85,2.65,11.2
99,55,5.65,3.85,2.8,12.11
99,94,6.0,3.85,3.0,13.13
99,37,6.0,3.85,3.0,14.53
99,87,6.0,3.85,3.0,16.1
99,89,6.0,3.85,3.0,13.03
99,27,6.0,3.85,3.0,14.49
99,14,6.0,3.85,3.0,15.46
99,71,6.0,3.85,3.0,16.94
99,3,6.0,3.85,3.0,18.26
99,31,5.4,3.85,2.7,11.49
99,102,6.0,3.85,3.0,14.31
99,75,2.35,2.2,1.15,3.9
99,30,2.15,2.1,1.05,3.42
99,92,2.0,2.0,1.0,2.98
99,85,2.0,2.0,1.0,2.43
99,98,2.0,2.0,1.0,2.04
99,6,2.45,2.3,1.2,4.13
99,19,3.45,2.6,1.7,6.61
99,76,2.5,2.3,1.25,4.29
99,51,2.7,2.45,1.35,4.77
99,61,3.0,2.6,1.5,5.44
99,69,3.25,2.6,1.6,6.11
99,8,5.45,3.85,2.7,11.68
99,74,5.9,3.85,2.95,12.8
99,28,6.0,3.85,3.0,14.1
99,29,6.0,3.85,3.0,15.82
99,84,6.0,3.85,3.0,17.65
99,90,6.0,3.85,3.0,19.84
99,44,6.0,3.85,3.0,21.76
98,81,4.5,3.4,2.25,9.29
98,73,4.55,3.4,2.25,9.37
98,25,4.6,3.4,2.3,9.53
98,36,4.8,3.4,2.4,9.97
98,49,4.9,3.65,2.45,10.27
98,43,5.0,3.7,2.5,10.56
98,42,5.1,3.75,2.55,10.8
98,82,5.3,3.85,2.65,11.26
98,4,5.8,3.85,2.9,12.5
98,45,6.0,3.85,3.0,13.37
98,35,6.0,3.85,3.0,15.31
98,21,6.0,3.85,3.0,16.49
98,5,6.0,3.85,3.0,17.43
98,62,6.0,3.85,3.0,18.99
98,17,6.0,3.85,3.0,21.49
98,63,4.65,3.4,2.3,9.57
98,50,4.75,3.4,2.35,9.92
98,100,5.0,3.7,2.5,10.5
98,20,5.5,3.85,2.75,11.73
98,12,5.7,3.85,2.85,12.27
98,101,5.95,3.85,2.95,12.85
98,97,6.0,3.85,3.0,13.78
98,9,6.0,3.85,3.0,14.52
98,86,6.0,3.85,3.0,15.61
98,54,6.0,3.85,3.0,16.86
98,22,6.0,3.85,3.0,18.37
98,83,5.2,3.8,2.6,10.95
98,64,4.5,3.4,2.25,9.29
98,59,4.35,3.35,2.15,8.91
98,72,4.2,3.3,2.1,8.54
98,95,4.0,3.15,2.0,8.01
98,32,3.5,2.6,1.75,6.79
98,77,3.8,3.05,1.9,7.51
98,10,4.2,3.3,2.1,8.53
98,40,4.3,3.35,2.15,8.78
98,68,4.55,3.4,2.25,9.42
98,57,4.75,3.4,2.35,9.92
98,33,5.2,3.8,2.6,10.99
98,80,5.55,3.85,2.75,11.92
98,65,5.7,3.85,2.85,12.27
98,34,5.85,3.85,2.9,12.59
98,13,6.0,3.85,3.0,12.94
98,23,4.6,3.4,2.3,9.44
98,93,4.65,3.4,2.3,9.63
98,60,4.85,3.6,2.4,10.07
98,11,4.95,3.7,2.45,10.4
98,66,5.2,3.8,2.6,10.97
98,70,5.4,3.85,2.7,11.48
98,56,5.65,3.85,2.8,12.08
98,1,5.85,3.85,2.9,12.64
98,53,6.0,3.85,3.0,14.49
98,67,6.0,3.85,3.0,15.25
98,96,6.0,3.85,3.0,16.34
98,26,6.0,3.85,3.0,18.0
98,38,6.0,3.85,3.0,19.32
98,78,4.75,3.4,2.35,9.88
98,15,4.85,3.65,2.4,10.14
98,46,4.9,3.65,2.45,10.24
98,2,5.05,3.75,2.5,10.62
98,91,5.35,3.85,2.65,11.38
98,47,5.95,3.85,2.95,12.85
98,52,6.0,3.85,3.0,14.73
98,39,6.0,3.85,3.0,15.81
98,88,6.0,3.85,3.0,17.65
98,79,6.0,3.85,3.0,19.76
98,24,4.65,3.4,2.3,9.57
98,41,4.7,3.4,2.35,9.78
98,18,4.85,3.6,2.4,10.07
98,48,5.05,3.75,2.5,10.63
98,16,5.3,3.85,2.65,11.25
98,58,5.7,3.85,2.85,12.21
98,7,6.0,3.85,3.0,13.22
98,55,6.0,3.85,3.0,14.13
98,94,6.0,3.85,3.0,15.13
98,37,6.0,3.85,3.0,16.53
98,87,6.0,3.85,3.0,18.12
98,89,6.0,3.85,3.0,14.94
98,27,6.0,3.85,3.0,16.4
98,14,6.0,3.85,3.0,17.38
98,71,6.0,3.85,3.0,18.84
98,3,6.0,3.85,3.0,20.15
98,31,6.0,3.85,3.0,13.3
98,102,6.0,3.85,3.0,15.88
98,75,3.15,2.6,1.55,5.83
98,30,2.95,2.6,1.45,5.37
98,92,2.8,2.5,1.4,4.96
98,85,2.55,2.35,1.25,4.43
98,99,2.0,2.0,1.0,2.04
98,6,2.0,2.0,1.0,2.38
98,19,2.75,2.45,1.35,4.83
98,76,2.55,2.35,1.25,4.36
98,51,2.7,2.45,1.35,4.8
98,61,3.0,2.6,1.5,5.47
98,69,3.25,2.6,1.6,6.13
98,8,5.5,3.85,2.75,11.71
98,74,5.95,3.85,2.95,12.84
98,28,6.0,3.85,3.0,14.15
98,29,6.0,3.85,3.0,15.86
98,84,6.0,3.85,3.0,17.7
98,90,6.0,3.85,3.0,19.87
98,44,6.0,3.85,3.0,21.79
6,81,5.4,3.85,2.7,11.53
6,73,5.45,3.85,2.7,11.63
6,25,5.55,3.85,2.75,11.82
6,36,5.7,3.85,2.85,12.31
6,49,5.85,3.85,2.9,12.63
6,43,6.0,3.85,3.0,12.94
6,42,6.0,3.85,3.0,13.18
6,82,6.0,3.85,3.0,13.64
6,4,6.0,3.85,3.0,14.84
6,45,6.0,3.85,3.0,15.67
6,35,6.0,3.85,3.0,17.54
6,21,6.0,3.85,3.0,18.66
6,5,6.0,3.85,3.0,19.56
6,62,6.0,3.85,3.0,21.01
6,17,6.0,3.85,3.0,23.42
6,63,5.55,3.85,2.75,11.82
6,50,5.65,3.85,2.8,12.16
6,100,5.9,3.85,2.95,12.74
6,20,6.0,3.85,3.0,14.03
6,12,6.0,3.85,3.0,14.6
6,101,6.0,3.85,3.0,15.21
6,97,6.0,3.85,3.0,16.16
6,9,6.0,3.85,3.0,16.9
6,86,6.0,3.85,3.0,17.95
6,54,6.0,3.85,3.0,19.17
6,22,6.0,3.85,3.0,20.64
6,83,6.0,3.85,3.0,13.22
6,64,5.4,3.85,2.7,11.53
6,59,5.25,3.85,2.6,11.17
6,72,5.1,3.75,2.55,10.8
6,95,4.9,3.65,2.45,10.27
6,32,4.4,3.4,2.2,9.03
6,77,4.7,3.4,2.35,9.69
6,10,5.05,3.75,2.5,10.62
6,40,5.15,3.75,2.55,10.82
6,68,5.4,3.85,2.7,11.44
6,57,5.55,3.85,2.75,11.92
6,33,5.95,3.85,2.95,12.86
6,80,6.0,3.85,3.0,13.66
6,65,6.0,3.85,3.0,13.94
6,34,6.0,3.85,3.0,14.18
6,13,6.0,3.85,3.0,14.48
6,23,5.45,3.85,2.7,11.67
