Dept,Arriv,ST_Peak,ST_Offpeak,RedST_Peak,RedST_Offpeak
Potomac Ave Metro Station,Wheaton Metro Station,5.2,3.85,2.6,2.6
Potomac Ave Metro Station,Forest Glen Metro Station,4.75,3.85,2.35,2.35
Potomac Ave Metro Station,Silver Spring Metro Station,4.3,3.4,2.15,2.15
Potomac Ave Metro Station,Brookland-cua Metro Station,2.95,2.5,1.45,1.45
Potomac Ave Metro Station,Fort Totten Metro Station,3.35,2.6,1.65,1.65
Potomac Ave Metro Station,Prince George's Plaza Metro Station,3.95,3.3,1.95,1.95
Potomac Ave Metro Station,West Hyattsville Metro Station,3.65,3.05,1.8,1.8
Potomac Ave Metro Station,Benning Road Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Addison Road-seat Pleasant Metro Station,3,2.55,1.5,1.5
Potomac Ave Metro Station,Deanwood Metro Station,2.4,2.1,1.2,1.2
Potomac Ave Metro Station,New Carrollton Metro Station,3.8,3.15,1.9,1.9
Potomac Ave Metro Station,Landover Metro Station,3.35,2.6,1.65,1.65
Potomac Ave Metro Station,Cheverly Metro Station,2.8,2.4,1.4,1.4
Potomac Ave Metro Station,Largo Town Center Metro Station,3.85,3.2,1.9,1.9
Potomac Ave Metro Station,Noma Metro,2.35,2.1,1.15,1.15
Potomac Ave Metro Station,Rosslyn Metro Station,3,2.55,1.5,1.5
Potomac Ave Metro Station,Arlington Cemetery Metro Station,2.9,2.45,1.45,1.45
Potomac Ave Metro Station,Dupont Circle Metro Station,2.6,2.25,1.3,1.3
Potomac Ave Metro Station,Pentagon Metro Station,2.6,2.25,1.3,1.3
Potomac Ave Metro Station,Crystal City Metro Station,2.85,2.45,1.4,1.4
Potomac Ave Metro Station,Navy Yard Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Mcpherson Square Metro Station,2.35,2.05,1.15,1.15
Potomac Ave Metro Station,Shaw-howard U Metro,2.4,2.1,1.2,1.2
Potomac Ave Metro Station,Southern Ave Metro Station,2.9,2.45,1.45,1.45
Potomac Ave Metro Station,Greenbelt Metro Station,5.15,3.85,2.55,2.55
Potomac Ave Metro Station,Tenleytown-au Metro Station,3.65,3.05,1.8,1.8
Potomac Ave Metro Station,West Falls Church Metro Station,5,3.85,2.5,2.5
Potomac Ave Metro Station,Dunn Loring-merrifield Metro Station,5.6,3.85,2.8,2.8
Potomac Ave Metro Station,Vienna Metro Station,6,3.85,3,3
Potomac Ave Metro Station,Friendship Heights Metro Station,3.9,3.2,1.95,1.95
Potomac Ave Metro Station,Shady Grove Metro Station,6,3.85,3,3
Potomac Ave Metro Station,Rockville Metro Station,6,3.85,3,3
Potomac Ave Metro Station,Twinbrook Metro Station,5.95,3.85,2.95,2.95
Potomac Ave Metro Station,White Flint Metro Station,5.65,3.85,2.8,2.8
Potomac Ave Metro Station,Grosvenor-strathmore Metro Station,5.25,3.85,2.6,2.6
Potomac Ave Metro Station,Medical Center Metro Station,4.65,3.8,2.3,2.3
Potomac Ave Metro Station,Bethesda Metro Station,4.35,3.4,2.15,2.15
Potomac Ave Metro Station,Foggy Bottom-gwu Metro Station,2.6,2.3,1.3,1.3
Potomac Ave Metro Station,Court House Metro Station,3.3,2.6,1.65,1.65
Potomac Ave Metro Station,Clarendon Metro Station,3.45,2.6,1.7,1.7
Potomac Ave Metro Station,East Falls Church Metro Station,4.4,3.65,2.2,2.2
Potomac Ave Metro Station,Virginia Square-gmu Metro Station,3.55,3,1.75,1.75
Potomac Ave Metro Station,Ballston-mu Metro Station,3.7,3.1,1.85,1.85
Potomac Ave Metro Station,Farragut West Metro Station,2.45,2.15,1.2,1.2
Potomac Ave Metro Station,Farragut North Metro Station,2.45,2.15,1.2,1.2
Potomac Ave Metro Station,Woodley Park-zoo Metro,2.95,2.55,1.45,1.45
Potomac Ave Metro Station,L'enfant Plaza Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Smithsonian Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Pentagon City Metro Station,2.75,2.4,1.35,1.35
Potomac Ave Metro Station,Federal Triangle Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Archives-navy Memorial Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Waterfront Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,National Airport Metro Station,2.9,2.5,1.45,1.45
Potomac Ave Metro Station,Van Dorn Street Metro Station,4.85,3.85,2.4,2.4
Potomac Ave Metro Station,Franconia-springfield Metro Station,5.8,3.85,2.9,2.9
Potomac Ave Metro Station,Federal Center Sw Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Judiciary Square Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Capitol South Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Metro Center,2.25,2,1.1,1.1
Potomac Ave Metro Station,Gallery Pl-chinatown Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Mount Vernon Square Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,U Street Metro Station,2.55,2.2,1.25,1.25
Potomac Ave Metro Station,Union Station Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Congress Heights Metro Station,2.65,2.3,1.3,1.3
Potomac Ave Metro Station,Naylor Road Metro Station,3.05,2.6,1.5,1.5
Potomac Ave Metro Station,Suitland Metro Station,3.45,2.6,1.7,1.7
Potomac Ave Metro Station,Branch Ave Metro Station,3.95,3.25,1.95,1.95
Potomac Ave Metro Station,Braddock Road Metro Station,3.7,3.1,1.85,1.85
Potomac Ave Metro Station,King Street Metro Station,3.9,3.2,1.95,1.95
Potomac Ave Metro Station,Eisenhower Avenue Metro Station,4.1,3.35,2.05,2.05
Potomac Ave Metro Station,Huntington Metro Station,4.2,3.4,2.1,2.1
Potomac Ave Metro Station,Anacostia Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Eastern Market Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Potomac Ave Metro Station,0,0,0,0
Potomac Ave Metro Station,Stadium-armory Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Rhode Island Ave Metro Station,2.65,2.3,1.3,1.3
Potomac Ave Metro Station,Minnesota Ave Metro Station,2.25,2,1.1,1.1
Potomac Ave Metro Station,Van Ness-udc Metro Station,3.35,2.6,1.65,1.65
Potomac Ave Metro Station,Cleveland Park Metro Station,3.2,2.6,1.6,1.6
Potomac Ave Metro Station,Columbia Heights Metro Station,2.8,2.4,1.4,1.4
Potomac Ave Metro Station,Spring Hill Metro Station,6,3.85,3,3
Potomac Ave Metro Station,Greensboro Metro Station,5.95,3.85,2.95,2.95
Potomac Ave Metro Station,Tysons Corner Metro Station,5.75,3.85,2.85,2.85
Potomac Ave Metro Station,Mclean Metro Station,5.55,3.85,2.75,2.75
Potomac Ave Metro Station,Wiehle-reston East Metro Station,6,3.85,3,3
Stadium-armory Metro Station,College Park-u Of Md Metro Station,4.45,3.65,2.2,2.2
Stadium-armory Metro Station,Capitol Heights Metro Station,2.5,2.2,1.25,1.25
Stadium-armory Metro Station,Morgan Boulevard Metro Station,3.3,2.6,1.65,1.65
Stadium-armory Metro Station,Georgia Ave-petworth Metro Station,3.1,2.6,1.55,1.55
Stadium-armory Metro Station,Takoma Metro Station,3.95,3.25,1.95,1.95
Stadium-armory Metro Station,Glenmont Metro Station,5.75,3.85,2.85,2.85
Stadium-armory Metro Station,Wheaton Metro Station,5.3,3.85,2.65,2.65
Stadium-armory Metro Station,Forest Glen Metro Station,4.8,3.85,2.4,2.4
Stadium-armory Metro Station,Silver Spring Metro Station,4.35,3.4,2.15,2.15
Stadium-armory Metro Station,Brookland-cua Metro Station,3,2.55,1.5,1.5
Stadium-armory Metro Station,Fort Totten Metro Station,3.4,2.6,1.7,1.7
Stadium-armory Metro Station,Prince George's Plaza Metro Station,4,3.3,2,2
Stadium-armory Metro Station,West Hyattsville Metro Station,3.7,3.1,1.85,1.85
Stadium-armory Metro Station,Benning Road Metro Station,2.25,2,1.1,1.1
Stadium-armory Metro Station,Addison Road-seat Pleasant Metro Station,2.8,2.4,1.4,1.4
Stadium-armory Metro Station,Deanwood Metro Station,2.25,2,1.1,1.1
Stadium-armory Metro Station,New Carrollton Metro Station,3.6,3,1.8,1.8
Stadium-armory Metro Station,Landover Metro Station,3.15,2.6,1.55,1.55
Stadium-armory Metro Station,Cheverly Metro Station,2.6,2.25,1.3,1.3
Stadium-armory Metro Station,Largo Town Center Metro Station,3.7,3.05,1.85,1.85
Stadium-armory Metro Station,Noma Metro,2.45,2.15,1.2,1.2
Stadium-armory Metro Station,Rosslyn Metro Station,3.2,2.6,1.6,1.6
Stadium-armory Metro Station,Arlington Cemetery Metro Station,3.05,2.6,1.5,1.5
Stadium-armory Metro Station,Dupont Circle Metro Station,2.75,2.4,1.35,1.35
Stadium-armory Metro Station,Pentagon Metro Station,2.8,2.4,1.4,1.4
Stadium-armory Metro Station,Crystal City Metro Station,3.05,2.6,1.5,1.5
Stadium-armory Metro Station,Navy Yard Metro Station,2.25,2,1.1,1.1
Stadium-armory Metro Station,Mcpherson Square Metro Station,2.5,2.2,1.25,1.25
Stadium-armory Metro Station,Shaw-howard U Metro,2.55,2.2,1.25,1.25
Stadium-armory Metro Station,Southern Ave Metro Station,3.05,2.6,1.5,1.5
Stadium-armory Metro Station,Greenbelt Metro Station,5.15,3.85,2.55,2.55
Stadium-armory Metro Station,Tenleytown-au Metro Station,3.8,3.15,1.9,1.9
Stadium-armory Metro Station,West Falls Church Metro Station,5.15,3.85,2.55,2.55
Stadium-armory Metro Station,Dunn Loring-merrifield Metro Station,5.8,3.85,2.9,2.9
Stadium-armory Metro Station,Vienna Metro Station,6,3.85,3,3
Stadium-armory Metro Station,Friendship Heights Metro Station,4,3.3,2,2
Stadium-armory Metro Station,Shady Grove Metro Station,6,3.85,3,3
Stadium-armory Metro Station,Rockville Metro Station,6,3.85,3,3
Stadium-armory Metro Station,Twinbrook Metro Station,6,3.85,3,3
Stadium-armory Metro Station,White Flint Metro Station,5.75,3.85,2.85,2.85
Stadium-armory Metro Station,Grosvenor-strathmore Metro Station,5.35,3.85,2.65,2.65
Stadium-armory Metro Station,Medical Center Metro Station,4.75,3.85,2.35,2.35
Stadium-armory Metro Station,Bethesda Metro Station,4.45,3.65,2.2,2.2
Stadium-armory Metro Station,Foggy Bottom-gwu Metro Station,2.8,2.4,1.4,1.4
Stadium-armory Metro Station,Court House Metro Station,3.45,2.6,1.7,1.7
Stadium-armory Metro Station,Clarendon Metro Station,3.6,3,1.8,1.8
Stadium-armory Metro Station,East Falls Church Metro Station,4.6,3.75,2.3,2.3
Stadium-armory Metro Station,Virginia Square-gmu Metro Station,3.75,3.1,1.85,1.85
Stadium-armory Metro Station,Ballston-mu Metro Station,3.9,3.25,1.95,1.95
Stadium-armory Metro Station,Farragut West Metro Station,2.65,2.3,1.3,1.3
Stadium-armory Metro Station,Farragut North Metro Station,2.65,2.3,1.3,1.3
Stadium-armory Metro Station,Woodley Park-zoo Metro,3.1,2.6,1.55,1.55
Stadium-armory Metro Station,L'enfant Plaza Metro Station,2.25,2,1.1,1.1
Stadium-armory Metro Station,Smithsonian Metro Station,2.25,2,1.1,1.1
Stadium-armory Metro Station,Pentagon City Metro Station,3,2.55,1.5,1.5
Stadium-armory Metro Station,Federal Triangle Metro Station,2.3,2.05,1.15,1.15
Stadium-armory Metro Station,Archives-navy Memorial Metro Station,2.25,2,1.1,1.1
Stadium-armory Metro Station,Waterfront Metro Station,2.25,2,1.1,1.1
Stadium-armory Metro Station,National Airport Metro Station,3.1,2.6,1.55,1.55
Stadium-armory Metro Station,Van Dorn Street Metro Station,5.05,3.85,2.5,2.5
Stadium-armory Metro Station,Franconia-springfield Metro Station,6,3.85,3,3
Stadium-armory Metro Station,Federal Center Sw Metro Station,2.25,2,1.1,1.1
Stadium-armory Metro Station,Judiciary Square Metro Station,2.3,2.05,1.15,1.15
Stadium-armory Metro Station,Capitol South Metro Station,2.25,2,1.1,1.1
Stadium-armory Metro Station,Metro Center,2.4,2.1,1.2,1.2
Stadium-armory Metro Station,Gallery Pl-chinatown Metro Station,2.3,2.1,1.15,1.2
Stadium-armory Metro Station,Mount Vernon Square Metro Station,2.4,2.1,1.2,1.2
Stadium-armory Metro Station,U Street Metro Station,2.65,2.3,1.3,1.3
Stadium-armory Metro Station,Union Station Metro Station,2.35,2.05,1.15,1.15
Stadium-armory Metro Station,Congress Heights Metro Station,2.85,2.45,1.4,1.4
Stadium-armory Metro Station,Naylor Road Metro Station,3.15,2.6,1.55,1.55
Stadium-armory Metro Station,Suitland Metro Station,3.55,2.95,1.75,1.75
Stadium-armory Metro Station,Branch Ave Metro Station,4.05,3.35,2,2
Stadium-armory Metro Station,Braddock Road Metro Station,3.9,3.2,1.95,1.95
Stadium-armory Metro Station,King Street Metro Station,4.05,3.35,2,2
Stadium-armory Metro Station,Eisenhower Avenue Metro Station,4.25,3.4,2.1,2.1
Stadium-armory Metro Station,Huntington Metro Station,4.4,3.6,2.2,2.2
Stadium-armory Metro Station,Anacostia Metro Station,2.45,2.15,1.2,1.2
Stadium-armory Metro Station,Eastern Market Metro Station,2.25,2,1.1,1.1
Stadium-armory Metro Station,Potomac Ave Metro Station,2.25,2,1.1,1.1
Stadium-armory Metro Station,Stadium-armory Metro Station,0,0,0,0
Stadium-armory Metro Station,Rhode Island Ave Metro Station,2.75,2.35,1.35,1.35
Stadium-armory Metro Station,Minnesota Ave Metro Station,2.25,2,1.1,1.1
Stadium-armory Metro Station,Van Ness-udc Metro Station,3.5,2.6,1.75,1.75
Stadium-armory Metro Station,Cleveland Park Metro Station,3.3,2.6,1.65,1.65
Stadium-armory Metro Station,Columbia Heights Metro Station,2.95,2.5,1.45,1.45
Stadium-armory Metro Station,Spring Hill Metro Station,6,3.85,3,3
Stadium-armory Metro Station,Greensboro Metro Station,6,3.85,3,3
Stadium-armory Metro Station,Tysons Corner Metro Station,5.9,3.85,2.95,2.95
Stadium-armory Metro Station,Mclean Metro Station,5.7,3.85,2.85,2.85
Stadium-armory Metro Station,Wiehle-reston East Metro Station,6,3.85,3,3
Rhode Island Ave Metro Station,College Park-u Of Md Metro Station,3.35,2.6,1.65,1.65
Rhode Island Ave Metro Station,Capitol Heights Metro Station,3.75,3.1,1.85,1.85
Rhode Island Ave Metro Station,Morgan Boulevard Metro Station,4.4,3.6,2.2,2.2
Rhode Island Ave Metro Station,Georgia Ave-petworth Metro Station,2.25,2,1.1,1.1
Rhode Island Ave Metro Station,Takoma Metro Station,2.6,2.25,1.3,1.3
Rhode Island Ave Metro Station,Glenmont Metro Station,4.5,3.7,2.25,2.25
Rhode Island Ave Metro Station,Wheaton Metro Station,4,3.3,2,2
Rhode Island Ave Metro Station,Forest Glen Metro Station,3.55,2.95,1.75,1.75
Rhode Island Ave Metro Station,Silver Spring Metro Station,3.05,2.6,1.5,1.5
Rhode Island Ave Metro Station,Brookland-cua Metro Station,2.25,2,1.1,1.1
Rhode Island Ave Metro Station,Fort Totten Metro Station,2.25,2,1.1,1.1
Rhode Island Ave Metro Station,Prince George's Plaza Metro Station,2.75,2.4,1.35,1.35
Rhode Island Ave Metro Station,West Hyattsville Metro Station,2.4,2.1,1.2,1.2
Rhode Island Ave Metro Station,Benning Road Metro Station,3.35,2.6,1.65,1.65
Rhode Island Ave Metro Station,Addison Road-seat Pleasant Metro Station,4,3.3,2,2
Rhode Island Ave Metro Station,Deanwood Metro Station,3.35,2.6,1.65,1.65
Rhode Island Ave Metro Station,New Carrollton Metro Station,4.5,3.7,2.25,2.25
Rhode Island Ave Metro Station,Landover Metro Station,4.1,3.4,2.05,2.05
Rhode Island Ave Metro Station,Cheverly Metro Station,3.65,3.05,1.8,1.8
Rhode Island Ave Metro Station,Largo Town Center Metro Station,4.75,3.85,2.35,2.35
Rhode Island Ave Metro Station,Noma Metro,2.25,2,1.1,1.1
Rhode Island Ave Metro Station,Rosslyn Metro Station,2.9,2.5,1.45,1.45
Rhode Island Ave Metro Station,Arlington Cemetery Metro Station,3.1,2.6,1.55,1.55
Rhode Island Ave Metro Station,Dupont Circle Metro Station,2.4,2.15,1.2,1.2
Rhode Island Ave Metro Station,Pentagon Metro Station,3.05,2.6,1.5,1.5
Rhode Island Ave Metro Station,Crystal City Metro Station,3.3,2.6,1.65,1.65
Rhode Island Ave Metro Station,Navy Yard Metro Station,2.6,2.25,1.3,1.3
Rhode Island Ave Metro Station,Mcpherson Square Metro Station,2.25,2,1.1,1.1
Rhode Island Ave Metro Station,Shaw-howard U Metro,2.25,2,1.1,1.1
Rhode Island Ave Metro Station,Southern Ave Metro Station,3.55,3,1.75,1.75
Rhode Island Ave Metro Station,Greenbelt Metro Station,4.05,3.35,2,2
Rhode Island Ave Metro Station,Tenleytown-au Metro Station,3.35,2.6,1.65,1.65
Rhode Island Ave Metro Station,West Falls Church Metro Station,4.9,3.85,2.45,2.45
Rhode Island Ave Metro Station,Dunn Loring-merrifield Metro Station,5.55,3.85,2.75,2.75
Rhode Island Ave Metro Station,Vienna Metro Station,6,3.85,3,3
Rhode Island Ave Metro Station,Friendship Heights Metro Station,3.55,3,1.75,1.75
Rhode Island Ave Metro Station,Shady Grove Metro Station,6,3.85,3,3
Rhode Island Ave Metro Station,Rockville Metro Station,6,3.85,3,3
Rhode Island Ave Metro Station,Twinbrook Metro Station,5.55,3.85,2.75,2.75
Rhode Island Ave Metro Station,White Flint Metro Station,5.25,3.85,2.6,2.6
Rhode Island Ave Metro Station,Grosvenor-strathmore Metro Station,4.85,3.85,2.4,2.4
Rhode Island Ave Metro Station,Medical Center Metro Station,4.25,3.4,2.1,2.1
Rhode Island Ave Metro Station,Bethesda Metro Station,4,3.3,2,2
Rhode Island Ave Metro Station,Foggy Bottom-gwu Metro Station,2.5,2.2,1.25,1.25
Rhode Island Ave Metro Station,Court House Metro Station,3.25,2.6,1.6,1.6
Rhode Island Ave Metro Station,Clarendon Metro Station,3.4,2.6,1.7,1.7
Rhode Island Ave Metro Station,East Falls Church Metro Station,4.35,3.4,2.15,2.15
Rhode Island Ave Metro Station,Virginia Square-gmu Metro Station,3.55,2.95,1.75,1.75
Rhode Island Ave Metro Station,Ballston-mu Metro Station,3.7,3.1,1.85,1.85
Rhode Island Ave Metro Station,Farragut West Metro Station,2.35,2.05,1.15,1.15
Rhode Island Ave Metro Station,Farragut North Metro Station,2.35,2.05,1.15,1.15
Rhode Island Ave Metro Station,Woodley Park-zoo Metro,2.7,2.3,1.35,1.35
Rhode Island Ave Metro Station,L'enfant Plaza Metro Station,2.35,2.05,1.15,1.15
Rhode Island Ave Metro Station,Smithsonian Metro Station,2.35,2.05,1.15,1.15
Rhode Island Ave Metro Station,Pentagon City Metro Station,3.2,2.6,1.6,1.6
Rhode Island Ave Metro Station,Federal Triangle Metro Station,2.25,2,1.1,1.1
Rhode Island Ave Metro Station,Archives-navy Memorial Metro Station,2.25,2,1.1,1.1
Rhode Island Ave Metro Station,Waterfront Metro Station,2.55,2.2,1.25,1.25
Rhode Island Ave Metro Station,National Airport Metro Station,3.4,2.6,1.7,1.7
Rhode Island Ave Metro Station,Van Dorn Street Metro Station,5.3,3.85,2.65,2.65
Rhode Island Ave Metro Station,Franconia-springfield Metro Station,6,3.85,3,3
Rhode Island Ave Metro Station,Federal Center Sw Metro Station,2.35,2.1,1.15,1.15
Rhode Island Ave Metro Station,Judiciary Square Metro Station,2.25,2,1.1,1.1
Rhode Island Ave Metro Station,Capitol South Metro Station,2.45,2.15,1.2,1.2
Rhode Island Ave Metro Station,Metro Center,2.25,2,1.1,1.1
Rhode Island Ave Metro Station,Gallery Pl-chinatown Metro Station,2.25,2,1.1,1.1
Rhode Island Ave Metro Station,Mount Vernon Square Metro Station,2.25,2,1.1,1.1
Rhode Island Ave Metro Station,U Street Metro Station,2.25,2,1.1,1.1
Rhode Island Ave Metro Station,Union Station Metro Station,2.25,2,1.1,1.1
Rhode Island Ave Metro Station,Congress Heights Metro Station,3.35,2.6,1.65,1.65
Rhode Island Ave Metro Station,Naylor Road Metro Station,3.7,3.05,1.85,1.85
Rhode Island Ave Metro Station,Suitland Metro Station,4.05,3.35,2,2
Rhode Island Ave Metro Station,Branch Ave Metro Station,4.5,3.7,2.25,2.25
Rhode Island Ave Metro Station,Braddock Road Metro Station,4.25,3.4,2.1,2.1
Rhode Island Ave Metro Station,King Street Metro Station,4.4,3.6,2.2,2.2
Rhode Island Ave Metro Station,Eisenhower Avenue Metro Station,4.6,3.75,2.3,2.3
Rhode Island Ave Metro Station,Huntington Metro Station,4.75,3.85,2.35,2.35
Rhode Island Ave Metro Station,Anacostia Metro Station,2.95,2.5,1.45,1.45
Rhode Island Ave Metro Station,Eastern Market Metro Station,2.5,2.2,1.25,1.25
Rhode Island Ave Metro Station,Potomac Ave Metro Station,2.65,2.3,1.3,1.3
Rhode Island Ave Metro Station,Stadium-armory Metro Station,2.75,2.35,1.35,1.35
Rhode Island Ave Metro Station,Rhode Island Ave Metro Station,0,0,0,0
Rhode Island Ave Metro Station,Minnesota Ave Metro Station,3.15,2.6,1.55,1.55
Rhode Island Ave Metro Station,Van Ness-udc Metro Station,3.05,2.6,1.5,1.5
Rhode Island Ave Metro Station,Cleveland Park Metro Station,2.85,2.45,1.4,1.4
Rhode Island Ave Metro Station,Columbia Heights Metro Station,2.35,2.1,1.15,1.15
Rhode Island Ave Metro Station,Spring Hill Metro Station,5.95,3.85,2.95,2.95
Rhode Island Ave Metro Station,Greensboro Metro Station,5.8,3.85,2.9,2.9
Rhode Island Ave Metro Station,Tysons Corner Metro Station,5.6,3.85,2.8,2.8
Rhode Island Ave Metro Station,Mclean Metro Station,5.4,3.85,2.7,2.7
Rhode Island Ave Metro Station,Wiehle-reston East Metro Station,6,3.85,3,3
Minnesota Ave Metro Station,College Park-u Of Md Metro Station,4.6,3.75,2.3,2.3
Minnesota Ave Metro Station,Capitol Heights Metro Station,2.6,2.25,1.3,1.3
Minnesota Ave Metro Station,Morgan Boulevard Metro Station,3.35,2.6,1.65,1.65
Minnesota Ave Metro Station,Georgia Ave-petworth Metro Station,3.5,2.6,1.75,1.75
Minnesota Ave Metro Station,Takoma Metro Station,4.25,3.4,2.1,2.1
Minnesota Ave Metro Station,Glenmont Metro Station,6,3.85,3,3
Minnesota Ave Metro Station,Wheaton Metro Station,5.6,3.85,2.8,2.8
Minnesota Ave Metro Station,Forest Glen Metro Station,5.15,3.85,2.55,2.55
Minnesota Ave Metro Station,Silver Spring Metro Station,4.65,3.8,2.3,2.3
Minnesota Ave Metro Station,Brookland-cua Metro Station,3.35,2.6,1.65,1.65
Minnesota Ave Metro Station,Fort Totten Metro Station,3.7,3.1,1.85,1.85
Minnesota Ave Metro Station,Prince George's Plaza Metro Station,4.15,3.4,2.05,2.05
Minnesota Ave Metro Station,West Hyattsville Metro Station,3.9,3.25,1.95,1.95
Minnesota Ave Metro Station,Benning Road Metro Station,2.25,2,1.1,1.1
Minnesota Ave Metro Station,Addison Road-seat Pleasant Metro Station,2.9,2.5,1.45,1.45
Minnesota Ave Metro Station,Deanwood Metro Station,2.25,2,1.1,1.1
Minnesota Ave Metro Station,New Carrollton Metro Station,3,2.55,1.5,1.5
Minnesota Ave Metro Station,Landover Metro Station,2.55,2.2,1.25,1.25
Minnesota Ave Metro Station,Cheverly Metro Station,2.25,2,1.1,1.1
Minnesota Ave Metro Station,Largo Town Center Metro Station,3.75,3.1,1.85,1.85
Minnesota Ave Metro Station,Noma Metro,3,2.55,1.5,1.5
Minnesota Ave Metro Station,Rosslyn Metro Station,3.7,3.1,1.85,1.85
Minnesota Ave Metro Station,Arlington Cemetery Metro Station,3.65,3.05,1.8,1.8
Minnesota Ave Metro Station,Dupont Circle Metro Station,3.3,2.6,1.65,1.65
Minnesota Ave Metro Station,Pentagon Metro Station,3.4,2.6,1.7,1.7
Minnesota Ave Metro Station,Crystal City Metro Station,3.65,3.05,1.8,1.8
Minnesota Ave Metro Station,Navy Yard Metro Station,2.85,2.45,1.4,1.4
Minnesota Ave Metro Station,Mcpherson Square Metro Station,3.1,2.6,1.55,1.55
Minnesota Ave Metro Station,Shaw-howard U Metro,3.05,2.6,1.5,1.5
Minnesota Ave Metro Station,Southern Ave Metro Station,3.55,2.95,1.75,1.75
Minnesota Ave Metro Station,Greenbelt Metro Station,5.3,3.85,2.65,2.65
Minnesota Ave Metro Station,Tenleytown-au Metro Station,4.2,3.4,2.1,2.1
Minnesota Ave Metro Station,West Falls Church Metro Station,5.65,3.85,2.8,2.8
Minnesota Ave Metro Station,Dunn Loring-merrifield Metro Station,6,3.85,3,3
Minnesota Ave Metro Station,Vienna Metro Station,6,3.85,3,3
Minnesota Ave Metro Station,Friendship Heights Metro Station,4.4,3.65,2.2,2.2
Minnesota Ave Metro Station,Shady Grove Metro Station,6,3.85,3,3
Minnesota Ave Metro Station,Rockville Metro Station,6,3.85,3,3
Minnesota Ave Metro Station,Twinbrook Metro Station,6,3.85,3,3
Minnesota Ave Metro Station,White Flint Metro Station,6,3.85,3,3
Minnesota Ave Metro Station,Grosvenor-strathmore Metro Station,5.7,3.85,2.85,2.85
Minnesota Ave Metro Station,Medical Center Metro Station,5.1,3.85,2.55,2.55
Minnesota Ave Metro Station,Bethesda Metro Station,4.85,3.85,2.4,2.4
Minnesota Ave Metro Station,Foggy Bottom-gwu Metro Station,3.35,2.6,1.65,1.65
Minnesota Ave Metro Station,Court House Metro Station,4,3.3,2,2
Minnesota Ave Metro Station,Clarendon Metro Station,4.15,3.4,2.05,2.05
Minnesota Ave Metro Station,East Falls Church Metro Station,5.15,3.85,2.55,2.55
Minnesota Ave Metro Station,Virginia Square-gmu Metro Station,4.3,3.4,2.15,2.15
Minnesota Ave Metro Station,Ballston-mu Metro Station,4.45,3.65,2.2,2.2
Minnesota Ave Metro Station,Farragut West Metro Station,3.2,2.6,1.6,1.6
Minnesota Ave Metro Station,Farragut North Metro Station,3.2,2.6,1.6,1.6
Minnesota Ave Metro Station,Woodley Park-zoo Metro,3.6,3,1.8,1.8
Minnesota Ave Metro Station,L'enfant Plaza Metro Station,2.75,2.35,1.35,1.35
Minnesota Ave Metro Station,Smithsonian Metro Station,2.85,2.45,1.4,1.4
Minnesota Ave Metro Station,Pentagon City Metro Station,3.55,3,1.75,1.75
Minnesota Ave Metro Station,Federal Triangle Metro Station,2.9,2.5,1.45,1.45
Minnesota Ave Metro Station,Archives-navy Memorial Metro Station,2.8,2.4,1.4,1.4
Minnesota Ave Metro Station,Waterfront Metro Station,2.85,2.45,1.4,1.4
Minnesota Ave Metro Station,National Airport Metro Station,3.7,3.1,1.85,1.85
Minnesota Ave Metro Station,Van Dorn Street Metro Station,5.6,3.85,2.8,2.8
Minnesota Ave Metro Station,Franconia-springfield Metro Station,6,3.85,3,3
Minnesota Ave Metro Station,Federal Center Sw Metro Station,2.65,2.3,1.3,1.3
Minnesota Ave Metro Station,Judiciary Square Metro Station,2.9,2.5,1.45,1.45
Minnesota Ave Metro Station,Capitol South Metro Station,2.45,2.15,1.2,1.2
Minnesota Ave Metro Station,Metro Center,2.95,2.55,1.45,1.45
Minnesota Ave Metro Station,Gallery Pl-chinatown Metro Station,2.85,2.45,1.4,1.4
Minnesota Ave Metro Station,Mount Vernon Square Metro Station,2.95,2.55,1.45,1.45
Minnesota Ave Metro Station,U Street Metro Station,3.2,2.6,1.6,1.6
Minnesota Ave Metro Station,Union Station Metro Station,2.9,2.5,1.45,1.45
Minnesota Ave Metro Station,Congress Heights Metro Station,3.4,2.6,1.7,1.7
Minnesota Ave Metro Station,Naylor Road Metro Station,3.55,3,1.75,1.75
Minnesota Ave Metro Station,Suitland Metro Station,3.85,3.2,1.9,1.9
